id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1134705943340042285,Fin enebolig i utkanten av Oslo,18365661,Lars Kristian,,Alna,59.91026541274373,10.862719094205644,Entire home/apt,,7,1,2024-08-03,0.53,1,0,1,
42932,"Charming apartment, Oslo Center, Ro",187463,Cecilie,,Frogner,59.91201,10.72455,Entire home/apt,3400,4,54,2024-08-25,0.40,2,334,3,
71725,Central big room - ap with balcony,368229,Reidun,,Gamle Oslo,59.90795,10.77987,Private room,586,14,56,2024-05-15,0.34,1,334,2,
85902,"Eclectic design home, super central",250159,Melissa,,Gamle Oslo,59.91074,10.77232,Entire home/apt,,3,81,2024-08-03,0.50,2,0,4,
123041,"Cozy room in design apartment, central east side",250159,Melissa,,Gamle Oslo,59.91253,10.77205,Private room,,1,236,2024-08-11,1.46,2,0,1,
149776,Bird's nest in the heart of Oslo,714768,Henrik,,St. Hanshaugen,59.92398,10.74787,Private room,1055,5,44,2024-07-02,0.27,2,365,1,
165218,"Bedroom, nice riverview, in Oslo",787976,Jon,,Sagene,59.9375,10.76554,Private room,520,2,23,2024-09-10,0.14,1,22,2,
174372,New spacious central 2BR w/terrace,114189,Christina,,Sagene,59.93024,10.75964,Entire home/apt,9346,100,35,2014-10-26,0.22,2,365,0,
256459,Apartment in seaside villa 12 min from city centre,1347737,Kåre & Truls,,Nordstrand,59.84704,10.7778,Entire home/apt,871,1,401,2024-09-20,2.75,3,326,43,
275790,"Peaceful, central with balcony.",793479,Espen,,Sagene,59.93061,10.75375,Entire home/apt,962,13,22,2024-09-26,0.14,1,331,5,
284644,Central Room perfect for Solo Traveler,1324869,Bente,,Gamle Oslo,59.91826,10.76147,Private room,700,3,109,2024-09-23,0.73,1,5,9,
314213,"VERY CENTRAL, peaceful  in the heart of Oslo.",1614549,Peter Piotr,,Grünerløkka,59.92085,10.74995,Private room,571,5,126,2024-06-21,0.82,2,306,4,
397657,Charming apartment in central Oslo,1986686,Hanne,,Grünerløkka,59.92634,10.75088,Entire home/apt,1214,3,23,2024-08-05,0.21,1,23,5,
405953,Wonderful central loft apartment,2023264,Marius,,Grünerløkka,59.92009,10.76796,Entire home/apt,,4,8,2022-07-21,0.09,1,330,0,
500008,"10 min to Oslo Central Station, Garden Fjord view",2381047,Volkolas,,Nordstrand,59.88523,10.76879,Entire home/apt,,2,104,2019-11-08,0.70,1,0,0,
503782,Central Grünerløkka,2484478,Jarle,,Grünerløkka,59.92428,10.75828,Entire home/apt,1950,3,41,2024-09-22,0.30,1,2,13,
590834,"Nice apartment, close to tram, bus and train",2914938,Bent,,Nordre Aker,59.96531,10.77889,Entire home/apt,740,30,8,2023-12-23,0.05,1,292,1,
613873,Loft in a stable,1272535,Elin Killie,,Grünerløkka,59.92132,10.75942,Entire home/apt,1575,1,26,2024-07-11,0.19,1,362,2,
634884,"Central, Clean, Chic, Cozy & WIFI",3162475,Merete,,Gamle Oslo,59.91455638023083,10.763431436150334,Private room,,1,294,2023-10-21,1.99,1,0,1,
724117,Central Oslo / St. Hanshaugen / Quiet / Cosy,2425978,Kjersti,,St. Hanshaugen,59.93254,10.73999,Entire home/apt,1900,2,2,2023-12-27,0.15,1,48,1,
739069,Spacious New Central Designer Loft w terraces,3389744,Christian,,Sentrum,59.9112,10.74484,Private room,,1,17,2024-08-17,0.12,1,0,11,
760266,In the heart of the city,3996622,Per Martin,,Gamle Oslo,59.912159,10.760248,Private room,1429,1,942,2024-09-12,6.56,1,357,114,
761018,Lovely bedroom in beautiful area.,4011871,Mona Johanne,,Frogner,59.91755,10.71428,Private room,461,1,1184,2024-09-24,8.24,1,118,103,
773722,Oslo City Apt in the heart of Oslo,1386261,Gangadai,,Gamle Oslo,59.91318,10.76433,Entire home/apt,3393,1,116,2024-08-15,0.81,3,360,9,
789864,"""Heart of Oslo"" by the Opera House.",3854740,Torbjørn,,Gamle Oslo,59.90704,10.75752,Entire home/apt,1000,60,27,2024-05-28,0.19,1,210,1,
869173,Bright 72 m2 apartment with amazing views,4578764,Tove,,St. Hanshaugen,59.92017,10.74694,Entire home/apt,1800,2,20,2024-08-25,0.18,1,363,4,
921279,"CENTRAL, IDYLLIC, BRIGHT 1 BRM APT",4515346,Arild & Trine,,St. Hanshaugen,59.92471,10.7375,Entire home/apt,,31,92,2024-08-04,0.66,1,0,7,
977648,SEAFRONT MODERN LUXURY IN OSLO!,1933196,Nils,,Frogner,59.90625,10.7187,Entire home/apt,2094,2,266,2024-09-08,1.91,1,268,19,
981888,Cosy  room located at Majorstua,5377617,Stian,,Frogner,59.93164,10.71511,Private room,600,2,10,2023-05-03,0.07,2,89,0,
1010214,Spacious apartment in Grunnerløkka!,2202709,Sangeeta,,Grünerløkka,59.91913986206055,10.759345054626465,Entire home/apt,1349,7,83,2024-06-09,0.60,1,347,3,
1036219,Oslo City Center - ENTIRE APARTMENT,5703901,John Richard And Hilde,,St. Hanshaugen,59.91905,10.74988,Entire home/apt,2061,2,41,2024-06-15,0.33,2,251,1,
1083432,Kidsfriendly and very central,5956740,Mari + David,,Frogner,59.9145200446391,10.725580700409648,Entire home/apt,1880,3,119,2024-09-09,1.05,1,51,16,
1134022,"Sjarmerende hus - sentralt, stor privat hage",6220833,Ole,,Nordre Aker,59.94158,10.73148,Entire home/apt,5650,7,6,2023-07-03,0.04,1,239,0,
1159017,"New apartment, best Grünerløkka",6307556,Are,,Grünerløkka,59.92204,10.76312,Entire home/apt,1850,2,7,2024-09-22,2.73,1,260,7,
1211520,Very nice apartment with balcony,1904374,Mari,,Bjerke,59.94776,10.82621,Entire home/apt,1307,2,11,2024-04-21,0.42,1,8,1,
1226982,Most exciting area in Oslo (modern/new building),15921981,William,,St. Hanshaugen,59.91756,10.75312,Entire home/apt,1043,1,304,2024-09-16,3.59,1,125,29,
1239012,Central! Four streets behind The Royal Palace!,6751091,Rune,,Frogner,59.91559,10.71634,Entire home/apt,973,3,9,2022-10-21,0.23,2,185,0,
1239077,"Best area! Penthouse w sunny terrace, very central",6751091,Rune,,Frogner,59.91635,10.71693,Entire home/apt,2200,3,28,2024-08-19,0.38,2,360,5,
1250723,"Down town, by the central station",1616331,Anita,,Grünerløkka,59.91753,10.7548,Private room,783,1,663,2024-09-01,4.83,1,322,21,
1281274,Comfortable flat in central villa,2793327,Rein,,Vestre Aker,59.93698,10.70096,Entire home/apt,1100,5,6,2024-08-31,0.11,1,205,5,
1283780,Beautiful apartment in Grünerløkka,6480437,Gry,,Grünerløkka,59.92511,10.76058,Entire home/apt,1200,2,68,2024-09-07,0.51,1,127,5,
1307404,"Spacious & central, superb kitchen!",7063146,Anja,,Gamle Oslo,59.91561,10.7741,Entire home/apt,1200,3,19,2023-08-13,0.14,1,361,0,
1310319,Stylish flat in the embassy area,7121844,Line K.,,Frogner,59.91951,10.70458,Private room,900,1,567,2024-09-22,4.19,2,344,33,
1340004,"Bright&Comfy, 60sqm, 1BR, private garden",7267318,Orjan,,Grünerløkka,59.9255,10.77064,Entire home/apt,833,15,11,2024-08-30,0.08,1,88,1,
1342358,Private room with mini kitchen in prime location,7280460,Nina,,Grünerløkka,59.92860412597656,10.761544227600098,Private room,518,2,233,2024-09-23,1.73,1,8,12,
1372955,Charming apartment at Løkka,43067,Anne Guro,,Grünerløkka,59.92163,10.76207,Entire home/apt,1043,5,15,2024-09-20,0.14,1,47,6,
1393357,Briskeby Bliss,7490536,Stein,,Frogner,59.92281960382731,10.712517104893497,Entire home/apt,2241,2,0,,,1,89,0,
1437865,"En vakker, sentral beliggende perle",4370667,Henrik,,Nordstrand,59.8816,10.77761,Entire home/apt,1791,3,85,2024-08-24,0.67,1,340,11,
1459050,Modern design Bislet flat w balcony,584177,Marcus,,St. Hanshaugen,59.92968,10.73441,Entire home/apt,893,2,55,2024-09-12,0.41,1,300,8,
1525951,Majorstuen- 100 meter unna Bogstadveien,8141989,Nicolas,,Frogner,59.93033,10.72011,Entire home/apt,645,1,263,2024-09-19,1.94,1,148,24,
1551803,"Central, newly renovated & spaceous apartment",8264768,Tonje,,Ullern,59.92596,10.68237,Entire home/apt,1126,2,56,2024-09-01,0.51,1,0,8,
1563250,Singleroom with bathroom/WC next door in Oslovilla,8317315,Aud Jorunn,,Nordstrand,59.87792,10.79193,Private room,600,2,3,2023-06-24,0.12,1,275,0,
1563639,Room in upscale area of Oslo.,5173490,Jorun,,Frogner,59.91946,10.70101,Private room,387,30,141,2024-07-31,1.08,3,117,6,
1563835,Flat in upscale area of Oslo.,5173490,Jorun,,Frogner,59.91924,10.70141,Entire home/apt,1173,7,11,2016-07-04,0.08,3,51,0,
1580805,Family home - west Oslo,8408057,Annika,,Ullern,59.93037,10.68359,Entire home/apt,2000,14,7,2024-08-05,0.08,1,14,1,
1621186,Quiet surroundings & free parking.,8623497,May B,,Vestre Aker,59.94664,10.66241,Entire home/apt,990,4,41,2019-08-22,0.37,1,85,0,
1667115,Lovely and central with balcony,135225,Cecilie,,St. Hanshaugen,59.9173025293078,10.751683039315692,Entire home/apt,,2,107,2023-09-17,0.80,1,0,0,
1701229,Villa Mathildero- the most beautiful view in Oslo,8982596,Riikka,,Nordstrand,59.85262,10.78533,Entire home/apt,12857,1,1,2015-12-26,0.01,2,356,0,
1703190,"Modern,central in the heart of Oslo",8991467,Åsmund,,Grünerløkka,59.92687,10.75489,Entire home/apt,1077,1,1,2015-06-04,0.01,1,270,0,
1713078,Large Room in the heart of Oslo!,5703901,John Richard And Hilde,,St. Hanshaugen,59.91995,10.7487,Private room,,1,416,2020-02-22,3.12,2,0,0,
1758800,Spacious room in central loft apt.,8367162,Rodney,,Gamle Oslo,59.90637,10.76852,Private room,1022,1,175,2024-09-23,1.39,2,349,20,
1771222,Huge room - Vigeland Sculpturepark - Oslo,7121844,Line K.,,Frogner,59.92005157470703,10.703656196594238,Private room,953,1,410,2024-09-24,3.09,2,331,48,
1804364,Central flat on Grünerløkka,9201252,Ole-Gunnar,,Grünerløkka,59.92597,10.75071,Entire home/apt,1230,3,39,2024-07-27,0.29,1,4,12,
1808457,Cozy family friendly 4 rooms in quiet area in Oslo,7012964,Jo,,Gamle Oslo,59.90789409808037,10.784132960639061,Entire home/apt,2186,3,68,2024-08-26,0.54,1,324,10,
1836731,"Beautiful and cosy, central oslo",1221776,Rannveig & Johan,,Sagene,59.93516,10.75439,Entire home/apt,1000,5,222,2024-08-24,1.72,2,121,21,
1846637,Flat in an old red wooden house,9646593,Britta,,Vestre Aker,59.95616,10.69327,Entire home/apt,1525,2,94,2024-08-13,0.79,1,304,4,
1892682,"Sentralt rom, eget bad. 9 min fra sentralstasjonen",9837995,Mandy,,St. Hanshaugen,59.9164641,10.7511729,Private room,750,1,123,2024-09-15,7.72,2,17,92,
1915723,"Comfortable, spacious and homely apartment!",9935417,Marit & Paul,,Gamle Oslo,59.91113,10.77541,Entire home/apt,,2,61,2023-08-20,0.48,1,0,0,
1969573,Beautiful Upper Westside Apartment,1585650,Heidi,,Frogner,59.91955,10.70902,Entire home/apt,954,4,389,2024-09-08,2.98,1,338,17,
1995063,"Leilighet i rolig strøk, midt i byen.",10283168,Anette,,St. Hanshaugen,59.92436,10.74756,Entire home/apt,1400,2,13,2024-09-07,1.86,1,351,13,
1999509,Cozy central - Grünerløkka,10300607,Trond Vika,,Grünerløkka,59.92662,10.75842,Private room,1500,2,41,2022-10-01,0.33,2,364,0,
2030220,Charming Torshov apartment,10425631,Trine,,Grünerløkka,59.93103,10.7655,Entire home/apt,950,1,11,2024-08-24,0.98,1,260,11,
2056067,Spectacular view - Aker Brygge Oslo,10511777,Mehraz,,Frogner,59.90935,10.72583,Entire home/apt,,3,49,2024-08-22,0.38,1,0,38,
2159013,New two bedroom topfloor with awesome view!,2490919,Vidar Singh,,Gamle Oslo,59.9103,10.77828,Entire home/apt,13000,4,56,2020-08-10,0.69,1,90,0,
2162244,"CENTRAL, SPACIOUS, NEWLY RENOVATED, 2 BR APT",6890199,Kristina,,St. Hanshaugen,59.92577189999999,10.7382014,Entire home/apt,2821,7,2,2022-09-09,0.08,1,83,0,
2172737,Supercentral flat with a roof top,11084778,Siw,,Grünerløkka,59.91794,10.7553,Entire home/apt,995,3,122,2024-08-25,1.13,1,72,13,
2175783,Central in Oslo with panoramic view,8985747,Kari-Anne & Inge,,St. Hanshaugen,59.9293,10.74879,Entire home/apt,1009,2,295,2024-09-15,2.28,1,100,32,
2176374,Spacious stylish penthouse :),11100355,Ellen Johanne,,Sagene,59.92995,10.76108,Entire home/apt,,3,22,2023-07-03,0.17,1,0,0,
2205917,Central spacious 3 bed rooms best fjord view,10291807,Catherine,,Nordstrand,59.890908448191034,10.770624060405094,Entire home/apt,2500,3,76,2024-09-19,0.68,1,175,11,
2209220,Big loft w/terrace near Grünerløkka,11239521,Jannicke,,Grünerløkka,59.92348,10.7759,Entire home/apt,1550,4,22,2023-08-13,0.17,1,54,0,
2224541,Oslo. Studioleilighet med balkong.,11352405,Kari,,Frogner,59.92606,10.71246,Entire home/apt,820,2,51,2024-07-17,0.44,1,206,1,
2230300,Cosy and practical room in the middle of the city,11383927,Eirik,,Gamle Oslo,59.91162,10.76263,Private room,586,2,339,2024-09-22,3.94,1,180,48,
2255226,"Springtime in Norway, Oslo 2024.",11516779,Laila,,Vestre Aker,59.95198,10.65132,Private room,,2,24,2019-06-06,0.21,2,0,0,
2290554,"Nice and spacious apartment, 65 sqm",11701071,Marit,,Gamle Oslo,59.91124,10.77705,Entire home/apt,1200,2,15,2018-10-20,0.13,1,278,0,
2363382,Utsiktsleilighet,12071950,Wenche,,Ullern,59.92579,10.6909,Private room,800,2,51,2024-08-19,0.40,1,365,1,
2378906,Great location near beach and city,12152408,Ingeborg/Erik,,Frogner,59.90463,10.69011,Entire home/apt,2195,4,22,2023-08-17,0.18,1,365,0,
2398753,Double room in the heart of Oslo,1875826,David,,St. Hanshaugen,59.92557,10.74056,Private room,699,1,22,2021-10-15,0.29,1,0,0,
2430084,Suberb flat for exploring Oslo!,12420103,Ina Linn,,Ullern,59.92711,10.64318,Entire home/apt,2900,5,4,2023-07-14,0.14,1,365,0,
2455352,Green view in urban location,375120,Stian,,Gamle Oslo,59.9129,10.77127,Entire home/apt,1290,2,72,2024-08-03,0.56,1,14,9,
2481695,Comfy Olive Green Room- share kitchen/bathroom.,4428499,David,,Gamle Oslo,59.91627,10.76626,Private room,375,2,180,2024-09-17,1.43,1,38,40,
2514369,Central with magical view!,12870482,Iren,,Gamle Oslo,59.91011,10.77745,Entire home/apt,1229,2,82,2024-08-23,0.66,1,342,5,
2664520,Leilighet sentralt i Oslo,7780913,Adrian,,Gamle Oslo,59.9127274,10.7776449,Entire home/apt,1800,3,10,2024-06-02,0.52,1,54,4,
2693360,Cozy apartment on the very best Frogner.,13784197,Lise,,Frogner,59.9199,10.70987,Entire home/apt,2200,4,12,2019-12-26,0.12,1,240,0,
2700498,Super central charming appartment,6106495,Cathrine,,Grünerløkka,59.92806,10.76376,Entire home/apt,800,5,30,2024-08-26,0.24,1,277,5,
2736967,Appartment with seaview and beach,14003959,Guro,,Nordstrand,59.86827,10.77344,Entire home/apt,1591,3,104,2023-09-16,0.84,2,101,0,
2789814,Spacious and charming house in central  Oslo,9927517,Ingvild,,Nordre Aker,59.94592,10.78458,Entire home/apt,2500,3,28,2024-08-03,0.44,1,2,5,
2805241,Klassisk Oslo-leilighet,14029653,Mimi,,Gamle Oslo,59.9105769,10.7762325,Entire home/apt,1400,2,17,2024-08-18,1.88,1,34,17,
2880188,Hyggelig 3-roms leilighet med nydelig utsikt,14719788,Marianne,,Grünerløkka,59.92984,10.77942,Entire home/apt,1400,3,7,2024-08-01,0.27,1,211,2,
2890878,"Charming, central, and big garden",10276974,Linda,,Grünerløkka,59.92183,10.78943,Entire home/apt,3100,2,20,2023-08-04,0.16,1,36,0,
2903955,Cozy apartment at Grunerløkka,6408516,Maya,,Grünerløkka,59.922410992042174,10.774484230841194,Entire home/apt,1150,5,11,2024-06-09,0.88,1,104,10,
2916490,"Big, airy loft in central east Oslo",14871780,Silje Førland,,Gamle Oslo,59.913822174072266,10.769757270812988,Entire home/apt,2900,6,12,2019-12-31,0.11,1,365,0,
2918876,Cosy room in the city center,14905948,Pom & Tom,,St. Hanshaugen,59.92731,10.74494,Private room,491,1,260,2024-08-28,2.06,2,263,18,
2949874,Lys leilighet på Günerløkka,15058601,Sumeya,,Grünerløkka,59.92845149999999,10.7678122,Entire home/apt,1300,3,1,2023-07-02,0.07,1,364,0,
2979437,Chic Apartment in the City Center,14905948,Pom & Tom,,St. Hanshaugen,59.92676,10.74603,Private room,525,1,439,2024-03-03,3.48,2,314,7,
3008835,Very central! In the heart of Oslo!,1614549,Peter Piotr,,Grünerløkka,59.91986,10.75019,Private room,995,3,14,2023-06-25,0.14,2,364,0,
3014486,"Lovely, large and well equipped apartment.",15362594,Lene,,Grünerløkka,59.92609,10.76228,Entire home/apt,1371,2,100,2024-08-02,1.08,1,7,9,
3020093,Spacious & central apartment,15388988,Nina Malani,,Sagene,59.94192,10.77027,Entire home/apt,2000,2,2,2014-06-23,0.02,2,363,0,
3022724,Large Room in the heart of Oslo,7907292,Dana,,Frogner,59.92022,10.71065,Private room,625,2,64,2024-08-05,0.52,1,301,4,
3054280,Light and Airy Apartment in Trendy Area,4617474,Kine,,Sagene,59.92942,10.75303,Entire home/apt,980,2,10,2024-07-28,0.12,1,30,2,
3065810,1 bedr./ 2 pers. flat new in 2012.,15602959,Steffen,,Grünerløkka,59.92516,10.76138,Entire home/apt,708,2,139,2019-07-07,1.11,1,14,0,
3067930,Unique apartment to yourself!,14582072,Sara,,St. Hanshaugen,59.92587,10.73501,Entire home/apt,900,7,41,2024-09-02,0.33,1,18,4,
3078404,Summer Oslo by the Torshov park!,15666457,Hilmar Bergendahl,,Sagene,59.93532,10.76912,Entire home/apt,1500,7,7,2023-07-24,0.06,1,183,0,
3141350,Idyll i Ullevål Hageby,15849879,Karin,,Nordre Aker,59.94282522643062,10.735705899475096,Entire home/apt,3500,4,2,2024-05-31,0.15,1,267,1,
3159263,Sentral og fin 2roms med balkong,7506084,Mari,,Sagene,59.93485,10.75281,Entire home/apt,750,70,51,2023-09-10,0.41,1,62,0,
3189875,Relaxing spot in Oslo,16008803,Astrid,,Sagene,59.93847,10.75718,Private room,420,2,7,2020-08-18,0.06,1,330,0,
3212802,"Room with a view by the Medieval park, Oslo",16275571,Line,,Gamle Oslo,59.9052,10.76698,Private room,759,2,37,2023-12-16,0.30,1,163,1,
3223260,"Family-friendly , central and idyllic apartment.",16320342,Øystein & Eirin,,Nordre Aker,59.95133,10.78543,Entire home/apt,2100,4,78,2024-07-19,0.63,1,12,2,
3236626,Hyggelig liten leilighet med grønn utsikt,16377430,Elise,,Nordre Aker,59.95563,10.79651,Entire home/apt,,30,28,2024-08-05,1.28,1,0,8,
3242211,Calm and Beautiful Aparment in City,5377617,Stian,,Frogner,59.93264,10.71475,Entire home/apt,999,2,4,2022-06-26,0.13,2,364,0,
3278245,Leilighet på Grünerløkka rett ved Sofienbergparken,16571577,Rune,,Grünerløkka,59.9214,10.76619,Entire home/apt,2151,2,20,2024-09-09,0.84,1,359,6,
3287628,Unique seafront property in Oslo,1347737,Kåre & Truls,,Nordstrand,59.84747,10.77922,Entire home/apt,2635,1,362,2024-08-30,2.94,3,348,22,
3288873,Norwegian wood,3541578,Moa Johanne,,Frogner,59.92666,10.72292,Entire home/apt,900,6,34,2023-08-15,0.27,1,27,0,
3299498,Big rooftop terrace at best Grunerløkka.,2116498,Runa,,Grünerløkka,59.92804,10.75727,Entire home/apt,,2,91,2023-09-21,0.89,1,0,0,
3318545,Sjarmerende 4-roms i pittoresk gate,16754596,Marte,,Gamle Oslo,59.90757369995117,10.78659725189209,Entire home/apt,1829,4,10,2024-08-30,0.36,1,355,3,
3322677,City center of  Oslo- Apt 2 bedroom Apt,1386261,Gangadai,,Gamle Oslo,59.91178,10.75989,Entire home/apt,1843,1,121,2024-04-01,1.01,3,325,1,
3379094,"Privat, cozy flat central in Oslo",17046756,Anne,,St. Hanshaugen,59.92095,10.74893,Entire home/apt,1200,2,92,2024-09-22,0.86,1,31,41,
3392396,"Central, view, safe, quiet in a native area",8547141,Hege,,Nordstrand,59.90158,10.80331,Private room,514,2,228,2023-09-10,1.84,1,38,0,
3392847,"Quiet, Modern and Spacious Villa. 
4 bedrooms.",17116757,Ragnhild,,Nordstrand,59.88214,10.8044,Entire home/apt,2700,3,17,2024-08-02,0.15,1,173,1,
3407428,4-room appartment in Oslo city,17162616,Jon Olav,,Sagene,59.93477720000001,10.7749362,Private room,900,1,0,,,1,343,0,
3412753,Central house in Oslo with garden in unique street,14982625,Lars-Einar,,Nordre Aker,59.95057,10.74557,Entire home/apt,,4,0,,,1,0,0,
3429855,Design apartment at St Hanshaugen,7376468,Hanne,,St. Hanshaugen,59.92632,10.73628,Entire home/apt,3000,5,40,2021-07-31,0.33,1,363,0,
3437560,Generous apartment in inner town with private park,11629769,Åshild,,St. Hanshaugen,59.92672,10.75,Entire home/apt,1900,6,6,2024-07-31,0.22,2,286,1,
3509575,Great view apt. Holmenkollen/Oslo,17670528,Kristian Rosander,,Vestre Aker,59.95629,10.67228,Entire home/apt,1759,1,0,,,1,90,0,
3535834,Classy and central apartment,9845917,Svetlana,,Grünerløkka,59.91817,10.76313,Entire home/apt,710,3,57,2024-05-20,0.46,1,39,7,
3549816,Bente Elisabeth Holm,17869691,Bente Elisabeth,,Gamle Oslo,59.90847,10.79606,Private room,600,2,69,2024-07-30,0.66,1,1,1,
3602405,Super central in the heart of Oslo!  Quiet street.,465989498,Herman,,St. Hanshaugen,59.92728,10.74272,Entire home/apt,1786,1,82,2024-08-19,0.85,1,364,23,
3620260,Spacious 4/5 bdr apt in charming area,18239608,Andreas,,Gamle Oslo,59.90744,10.79197,Entire home/apt,2200,1,0,,,1,270,0,
3626079,Koselig i Holtet hageby,18262614,Marianne,,Nordstrand,59.88891279999999,10.7790349,Entire home/apt,,5,0,,,1,0,0,
3706654,Quiet. Green. Central. Classic.,18904621,Wera,,St. Hanshaugen,59.92518,10.74695,Private room,528,2,178,2024-09-14,1.45,1,273,17,
3767703,Spacious & Unique Downtown Studio,14703948,Hans,,Sentrum,59.90909,10.7445,Entire home/apt,1600,3,109,2024-08-27,0.89,1,267,22,
3857300,"Spacious studio-apartment, central Oslo, 1-5ppl.",5069557,Magnus,,Sagene,59.93978,10.77284,Entire home/apt,1400,5,8,2022-08-27,0.07,1,363,0,
3859893,"Quiet, spacious and central",19915514,Bård Ove,,Nordre Aker,59.95232,10.73847,Entire home/apt,1750,4,14,2023-07-31,0.18,2,270,0,
3901615,MIDT I SMØRØYET,20203924,Tone,,Grünerløkka,59.93194,10.76604,Entire home/apt,610,10,44,2024-08-19,0.36,1,343,5,
3911082,In the heart of Oslo.,20207561,Rita,,Frogner,59.916446685791016,10.718223571777344,Entire home/apt,2000,7,79,2024-08-09,0.65,1,44,2,
3923311,Bright loft at Grünerløkka,20102759,Maria,,Grünerløkka,59.92859,10.76301,Entire home/apt,,5,7,2024-08-10,0.06,1,0,2,
3948423,Central with balcony,20366081,Limita,,Grünerløkka,59.92788,10.76087,Entire home/apt,1307,2,43,2024-09-23,0.38,1,181,20,
3956693,A classic light and bright studioflat in Old Town.,20502497,Alexander,,Gamle Oslo,59.91294,10.77724,Entire home/apt,900,37,20,2022-01-08,0.16,1,118,0,
3965228,Renovated Appartment sentral at Aker Brygge,3236391,Tor Daniel,,Frogner,59.90684127807617,10.724080085754395,Entire home/apt,4800,3,32,2024-09-08,1.20,1,260,7,
3968848,Super central with private bathroom,19447895,Rune Og Kristin,,St. Hanshaugen,59.91575,10.75444,Private room,797,3,131,2024-08-24,1.07,1,68,13,
3986900,Appartment in heart of Oslo,20665445,Rafael,,Grünerløkka,59.92204,10.76107,Entire home/apt,2643,1,2,2023-06-20,0.05,1,364,0,
4026611,Charming apt in classy Frogner-area,20877182,Johanne Marie,,Frogner,59.91864,10.71593,Entire home/apt,,5,31,2023-05-05,0.31,1,0,0,
4028036,Beautiful Penthouse apartment w/ priv terrace,20438768,Thomas,,Frogner,59.92147,10.70994,Entire home/apt,2000,2,0,,,1,109,0,
4035263,Room near metro & nature - free parking,20920261,Bente And Kjell,,Østensjø,59.90593,10.8377,Private room,996,1,41,2024-09-27,1.57,2,278,18,
4083012,Utsiktsleilighet på Nordstrand,20055925,Jørund,,Nordstrand,59.866702241035554,10.788705982267857,Entire home/apt,2500,3,0,,,1,269,0,
4090219,Central and exclusive condo in upscale area,2603390,Heidi,,Frogner,59.90818,10.72135,Entire home/apt,1529,3,360,2024-09-23,2.96,1,161,46,
4150929,Koselig rom (frokost serveres for 100 kr. v/behov),21534991,Svetlana,,Østensjø,59.88575,10.81728,Private room,459,2,43,2024-08-13,1.77,3,50,14,
4167154,Hybelleilighet på Nordberg,21627464,Kari Beate,,Nordre Aker,59.9582998,10.7445969,Entire home/apt,775,2,5,2024-09-22,5,1,167,5,
4167306,Majorstuen rom for rent at 96.ft²,21628067,Christopher,,St. Hanshaugen,59.92323630000001,10.7433728,Entire home/apt,2321,7,0,,,1,358,0,
4167671,Rekkehus med hage sentralt i Oslo,21629454,Marie-Louise,,Ullern,59.92939,10.68488,Entire home/apt,3000,7,0,,,1,281,0,
4179871,"Central, Large Room in friendly apt",21685036,André,,Grünerløkka,59.92343,10.76934,Private room,700,3,328,2024-09-01,3.11,3,280,13,
4196456,:home away from home-w/travelpass-no cleaning fee!,21770133,-,,Gamle Oslo,59.91015,10.76378,Private room,486,2,608,2024-09-15,5.30,1,65,79,
4212516,"Stylish loft with private patio, Grünerløkka Oslo",21861682,Petter,,Grünerløkka,59.91941255090739,10.763617127320531,Entire home/apt,,2,27,2022-08-28,0.31,1,0,0,
4269455,"Sagene, rolig gate, balkong og flott bakgård",22164596,Nina,,Sagene,59.93433,10.75515,Entire home/apt,1900,2,16,2023-01-06,0.13,1,7,0,
4295271,Location is our biggest plus!,22295725,Irina,,Sagene,59.93347,10.76825,Entire home/apt,,3,297,2024-07-30,2.45,1,1,6,
4322953,"Three floors ""Town House""",96481,Axel,,Gamle Oslo,59.91624,10.76519,Entire home/apt,1183,2,74,2024-09-22,0.64,1,38,14,
4340576,Classic Central Oslo Hideaway,22534260,Thorstein,,St. Hanshaugen,59.93415630000001,10.7335658,Private room,618,2,43,2024-09-24,6.35,2,250,43,
4434485,Quiet in the heart of Oslo,22956306,Lars,,St. Hanshaugen,59.92624,10.74792,Entire home/apt,4000,3,9,2024-08-04,0.08,1,126,1,
4473021,Bright and Modern Apartment,23206026,Ole,,Gamle Oslo,59.90394,10.77351,Private room,800,1,9,2024-09-24,0.08,2,23,5,
4506108,Hyggelig leilighet v Frognerparken,23367724,Sanna,,Ullern,59.92538,10.69229,Entire home/apt,1399,6,26,2024-05-26,0.33,1,113,1,
4507475,Stilig leilighet midt i Oslo,23373552,Bettina,,Frogner,59.918218429393015,10.721892969311506,Entire home/apt,1180,6,10,2024-08-24,0.70,1,343,9,
4536800,Central art/design apartment with spectacular view,1179765,Sara,,Gamle Oslo,59.91258440000001,10.7681882,Entire home/apt,1055,5,0,,,1,37,0,
4569091,Available Christmas/ New year 2024,15728084,Johan And Familly,,Alna,59.93434,10.8917,Entire home/apt,2100,7,6,2019-01-03,0.06,1,12,0,
4576488,"Clean 2 bedrooms, balcony, central. free parking",5384214,Siv,,Gamle Oslo,59.90535,10.78774,Entire home/apt,2224,1,81,2024-09-01,0.79,2,356,11,
