id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
53120062,Sleep close to The Royal Palace.,272635662,Didrik,,Frogner,59.921436,10.72364,Entire home/apt,,14,27,2024-03-17,0.77,3,0,15,
53138125,Nydelig leilighet på Tveita,400479182,Sahra,,Alna,59.91439,10.84244,Entire home/apt,700,4,2,2022-02-23,0.06,2,194,0,
53159397,Nydelig leilighet med nærhet til sentrum og marka,56704912,Martin,,Nordre Aker,59.95366,10.77236,Entire home/apt,,2,6,2023-10-15,0.18,1,0,1,
53159855,Room in a quiet apartment near Frogner Park,146181552,Tea,,Ullern,59.92949,10.68438,Private room,575,1,19,2024-09-13,0.55,2,14,2,
53170994,"Entire Lux 2 rooms apartment Frogner, Oslo (Soho)",430428545,Marisol,,Frogner,59.92203,10.70653,Entire home/apt,900,2,48,2024-09-11,1.38,1,268,22,
53185079,Beautiful 3-room apartment close to city centre,100087219,Karl Iver,,Vestre Aker,59.94362,10.70212,Entire home/apt,2000,2,2,2024-09-15,2,1,185,2,
53196151,Beautiful well-connected 2-bedroom apartment,6701790,Alejandro,,Vestre Aker,59.94819,10.66473,Entire home/apt,,2,7,2024-07-22,0.21,1,0,2,
53207461,Recently renovated studio apartment in Grünerløkka,339521793,Mari,,Sagene,59.93245,10.76044,Entire home/apt,900,2,25,2024-09-22,1.62,1,22,21,
53211242,Cozy 2-room apartment with a central location,27856121,Charlotte,,St. Hanshaugen,59.92571,10.73923,Entire home/apt,1100,7,5,2024-07-31,0.15,1,140,1,
53222913,Large Room in Modern Apartment at Vika / Frogner,350655138,William,,Frogner,59.91488,10.72178,Private room,666,2,90,2024-09-08,2.83,1,31,20,
53249001,Familievennlighus ved Røa,12984941,Janne,,Vestre Aker,59.94478161673088,10.664905797789206,Entire home/apt,2900,5,0,,,1,365,0,
53284268,Flott to-etasjes loftsleilighet. To peiser.,431381519,Pia,,Grünerløkka,59.92726,10.76155,Entire home/apt,900,88,1,2022-01-20,0.03,1,90,0,
53285910,Tatten 18,365766474,Mathilde,,Grünerløkka,59.91866,10.76609,Private room,,8,29,2023-04-09,0.83,2,0,0,
53288334,Artistic Loft in downtown Oslo with Home cinema,309572817,Arthur,,Sentrum,59.90987,10.74687,Entire home/apt,1793,2,142,2024-09-12,4.37,1,143,85,
53321061,Enkelt soverom - Rolig og urbant,157962892,Anders,,Sagene,59.93608940000001,10.751471253967297,Private room,,1,50,2023-06-17,1.78,1,0,0,
53325455,Lovely apartment at beautiful location in Ryen,357357093,Paridhi,,Østensjø,59.89149,10.81195,Entire home/apt,,2,6,2023-08-21,0.21,1,0,0,
53334065,"Selveierleilighet med peis, terrasse og piano",286883760,Cato Roy,,Alna,59.91547,10.81087,Entire home/apt,1086,1,24,2024-09-20,0.80,1,346,12,
53334226,Beautiful apartment downtown in Oslo,431814179,Eirik,,St. Hanshaugen,59.91778,10.75261,Entire home/apt,1571,3,11,2022-08-29,0.32,1,56,0,
53368880,"Cozy studio apartment, central and quiet",14971822,Beate,,Frogner,59.91809,10.71102,Entire home/apt,,3,76,2024-07-14,2.27,1,0,15,
53372430,2- roms ved botanisk hage.,116480467,Rikke,,Grünerløkka,59.921,10.77596,Entire home/apt,1700,2,4,2022-08-22,0.15,1,364,0,
53388047,Flott beliggenhet nærme naturen og byen,77306557,Janicke Walle,,Sagene,59.94404,10.76324,Entire home/apt,1006,2,18,2024-09-06,0.68,1,233,10,
53396920,Nydelig toppleilighet m.nytt bad/garasje & utsikt!,62109345,Magnus,,Vestre Aker,59.9507,10.65549,Entire home/apt,,50,0,,,1,0,0,
53407882,Fin leilighet sentralt på Grünerløkka,52499769,Jonathan,,Grünerløkka,59.92043,10.76503,Entire home/apt,1500,3,5,2023-08-24,0.16,1,265,0,
53410305,Rom med privat bad i fin møblert leilighet (80m2),432452146,Markus,,Sagene,59.93783,10.75726,Private room,807,2,3,2022-11-21,0.12,2,180,0,
53427049,"Fresh, central apartment with Oslo’s best view",87035373,Ingrid,,Gamle Oslo,59.9086,10.77942,Entire home/apt,1500,4,9,2024-07-15,0.26,1,65,2,
53468012,Cozy 2-room apartment in great location,41134566,Ida,,Grünerløkka,59.92778,10.75948,Entire home/apt,1600,2,1,2022-07-29,0.04,1,83,0,
53566607,High-standard Nordic loft w/fireplace & balcony,13577268,Jon Erik,,Grünerløkka,59.92284,10.77183,Entire home/apt,1664,70,36,2024-07-22,1.06,1,22,3,
53571794,Tveita,400479182,Sahra,,Alna,59.91644,10.84235,Entire home/apt,1040,1,0,,,2,263,0,
53580571,Ekslusiv nyoppusset leilighet med balkong+garasje,159460958,Ole Amund,,Grünerløkka,59.92854,10.77814,Entire home/apt,,10,8,2023-12-09,0.32,1,0,1,
53590796,Flott leilighet med utsikt og balkong,8785518,Aleksander,,Nordstrand,59.86509,10.82519,Entire home/apt,,2,9,2023-08-05,0.31,2,0,0,
53600559,"Small room in hip area -Grünerløkka, in Oslo",46266294,Lina,,Grünerløkka,59.92547,10.75786,Private room,512,2,81,2024-09-09,2.37,9,27,14,
53604252,Big apartment close to everything!,65058942,Adrian,,Grünerløkka,59.91576,10.76929,Entire home/apt,,3,4,2023-12-28,0.12,1,0,1,
53635191,Flat w/Balcony next to opera house (Free Parking),434339163,Christian,,Gamle Oslo,59.903438568115234,10.755121231079102,Entire home/apt,2000,3,76,2024-09-24,2.23,1,163,21,
53661632,"Very central new, studio apartment. Quiet street",434554130,Marit,,St. Hanshaugen,59.92165,10.73807,Entire home/apt,1100,5,11,2024-08-14,0.37,1,315,2,
53704049,Fin selveierleilighet med peis og balkong,36335883,Torill Sjødin,,St. Hanshaugen,59.92636,10.73718,Entire home/apt,,2,1,2022-04-19,0.03,1,0,0,
53704651,"Studio, 10 minutes to Oslo",18139260,Mehul,,Østensjø,59.88591,10.81316,Private room,500,1,9,2023-01-01,0.27,1,354,0,
53739801,"ROOM IN A LOFT APARTMENT,  B, Grünerløkka",138204831,Shailo,,Grünerløkka,59.92688,10.76277,Private room,500,1,6,2022-04-18,0.19,3,148,0,
53739862,"ROOM IN A LOFT APARTMENT,  A, Grünerløkka",138204831,Shailo,,Grünerløkka,59.92746,10.76065,Private room,500,1,4,2022-03-26,0.13,3,180,0,
53753077,Charming and central in the heart of Grunerløkka,36182989,Vivi,,Grünerløkka,59.92227,10.75489,Entire home/apt,1800,3,17,2024-06-17,0.59,1,99,3,
53805953,Koselig selveierleilighet på Adamstuen i Oslo,52375967,Øyvind,,St. Hanshaugen,59.9289,10.73335,Entire home/apt,1200,5,0,,,1,365,0,
53806223,Klassisk Frognerleilighet(115kvm) v. Vigelandspark,177286832,Mengjia,,Frogner,59.920956,10.705186,Entire home/apt,,6,3,2022-06-29,0.11,1,0,0,
53841197,Central apartment with great views at Grünerløkka,25927831,Haakon,,Grünerløkka,59.92141,10.75876,Entire home/apt,1683,3,102,2024-09-24,3.04,14,75,40,
53878457,"Student apartment, central in Oslo (Bjølsen)",8132100,Peder,,Sagene,59.94315,10.76196,Entire home/apt,3000,25,0,,,1,365,0,
53888941,Cozy apartment right next to Grünerløkka,168292257,Sigurd,,Grünerløkka,59.92765,10.75195,Entire home/apt,,4,21,2024-08-26,0.63,2,0,7,
53919774,Nydelig 3-roms leilighet på Keyserløkka i Oslo,116285869,Daniel,,Grünerløkka,59.9229,10.78868,Entire home/apt,1500,1,3,2022-04-17,0.10,3,365,0,
53960229,Welcome to 1- bedroom bed for 1 person,437118462,Lydia,,Søndre Nordstrand,59.83918,10.80415,Private room,,2,9,2022-06-30,0.27,1,0,0,
53971563,Herskapelig og sentral leilighet,55533915,Amalie,,Gamle Oslo,59.909268,10.779319,Entire home/apt,2500,4,0,,,1,15,0,
53981685,Sentral leilighet i Oslo,205177601,Lubna,,Grünerløkka,59.91904,10.78225,Private room,1629,1,26,2024-08-11,0.83,1,87,8,
53988325,"Ny hybel i nytt,sentralt bygg & fine fasiliteter",64605998,Bjørn,,St. Hanshaugen,59.91806,10.75231,Private room,450,2,6,2022-06-26,0.18,1,277,0,
53990931,Private room in spacious and cozy apartment,184580273,Kim,,Sagene,59.9443,10.77289,Private room,2500,1,8,2023-07-01,0.25,2,358,0,
53998041,Classic flat with 2 balcony close to the Castle,38231794,Yves-Michel,,Frogner,59.91956,10.72164,Entire home/apt,,4,5,2024-08-03,0.23,1,0,3,
53998230,"Modern 1-bedroom apt w/sunny balcony, Grunerløkka.",7757289,Cam,,Grünerløkka,59.9242057800293,10.766526222229004,Entire home/apt,1200,2,10,2024-09-08,0.30,1,7,7,
54000225,(1) Grünerløkka: in Oslo City Center,89187326,Stian,,Grünerløkka,59.91984,10.76396,Private room,529,1,18,2024-08-10,0.62,11,365,4,
54000991,Hyggelig leilighet nederst på Grünerløkka,88924302,Marianne,,Grünerløkka,59.91912432699838,10.760866823742017,Entire home/apt,,2,13,2024-08-03,0.41,1,0,6,
54008924,2 bedroom apt central located in Oslo,11241821,Kristina,,Gamle Oslo,59.90804,10.78236,Entire home/apt,1471,3,7,2024-06-01,0.26,1,92,1,
54033677,Moderne hus med flott takterrasse,437868057,Per Christian,,Nordstrand,59.880863,10.799385,Entire home/apt,2500,1,64,2024-09-01,2.34,1,279,19,
54057386,"Koselig leilighet på Sagene, Oslo",66166604,Helene,,Sagene,59.934971,10.7635144,Entire home/apt,2000,2,13,2024-08-31,2.42,1,179,13,
54102040,"The only true GREEN and Eco hotel, yet luxury.",438547491,Guldsmeden Hotel,,Frogner,59.91348,10.71857,Private room,,1,92,2022-12-21,2.77,10,0,0,
54108059,"St. Hanshaugen | Balcony | King Bed | 65"" Smart TV",25927831,Haakon,,St. Hanshaugen,59.92192,10.74005,Entire home/apt,1250,3,32,2024-08-20,0.97,14,14,8,
54116828,Amazing apartment in the heart of Oslo,9011109,Heine,,St. Hanshaugen,59.93081,10.73379,Entire home/apt,2500,3,11,2024-06-29,0.40,1,56,4,
54138861,Classical apartment in city center,35950958,Stian,,Frogner,59.92727,10.72216,Entire home/apt,1300,10,11,2024-08-11,0.35,1,245,6,
54152645,Lekker leilighet med utsikt nær Oslo,28674801,Christian,,Nordstrand,59.87169,10.80517,Entire home/apt,2014,7,1,2024-06-30,0.33,1,355,1,
54161892,5-person suite in Oslo's only GREEN Eco hotel,438547491,Guldsmeden Hotel,,Frogner,59.91207,10.71811,Private room,,1,36,2023-07-12,1.10,10,0,0,
54175716,Modern downtown Oslo Loft w/ Private Courtyard!,10215780,Ane,,Sentrum,59.91129,10.74473,Entire home/apt,2453,2,86,2024-09-09,2.64,1,322,35,
54176786,Cozy & central studio apartment,40294495,Miriam,,St. Hanshaugen,59.91763,10.74086,Entire home/apt,686,2,137,2024-09-22,4.19,1,309,39,
54195551,Cozy 1-person room in Oslo's only GREEN Eco hotel,438547491,Guldsmeden Hotel,,Frogner,59.9126,10.71818,Private room,,1,24,2022-06-04,0.73,10,0,0,
54196104,Suite with Sauna in ECO Hotel,438547491,Guldsmeden Hotel,,Frogner,59.91316,10.71866,Private room,,1,26,2023-07-29,0.79,10,0,0,
54228206,"Villa Mathildero, second floor with amazing view",8982596,Riikka,,Nordstrand,59.85076,10.78592,Entire home/apt,7429,2,1,2022-05-15,0.03,2,365,0,
54236840,Lovely one-bedroom condo central in Oslo,29051277,Helene,,Grünerløkka,59.93099,10.77877,Entire home/apt,,2,12,2023-11-19,0.53,1,0,1,
54238326,"Central, cozy apt in Majorstuen",72747692,Lisa,,Frogner,59.92909,10.72432,Entire home/apt,1490,1,1,2023-09-20,0.08,1,267,0,
54256613,Modern apartment right by the Oslo fjord,31196656,Fredrik,,Frogner,59.91773,10.68864,Entire home/apt,,3,2,2022-09-23,0.08,1,0,0,
54260137,3-roms på Grünerløkka med parkering,53614466,Miriam,,Grünerløkka,59.92366,10.75525,Entire home/apt,1300,3,19,2023-07-18,0.59,1,146,0,
54270275,Flott leilighet med stor balkong og panoramautsikt,440113971,Odd Eirik,,Grünerløkka,59.928608,10.788599,Private room,,2,15,2023-07-08,0.47,2,0,0,
54286263,Charming apartment in the heart of Oslo,226799717,Lisa,,St. Hanshaugen,59.92542,10.73772,Entire home/apt,,2,27,2023-05-29,0.84,1,0,0,
54290202,Cozy 1-person room with private bathroom,438547491,Guldsmeden Hotel,,Frogner,59.91306,10.71992,Private room,,1,43,2023-01-01,1.34,10,0,0,
54290299,Private single room with bathroom in Eco hotel,438547491,Guldsmeden Hotel,,Frogner,59.91263,10.71833,Private room,,1,36,2023-01-29,1.10,10,0,0,
54290376,Private 4-person room with 2 bathrooms,438547491,Guldsmeden Hotel,,Frogner,59.91191,10.72027,Private room,,1,68,2023-07-28,2.11,10,0,0,
54300463,"Rom i leilighet, sentralt Oslo",440418675,Bjørn,,Ullern,59.92451,10.68939,Private room,590,2,75,2024-09-23,2.36,1,312,8,
54314818,Exclusive sea-side apartment at Tjuvholmen - Oslo!,41304784,Stephan,,Frogner,59.90916,10.72119,Entire home/apt,2126,2,31,2024-09-10,1.03,1,138,22,
54321497,Spacious 1-person room in Oslo's only ECO Hotel,438547491,Guldsmeden Hotel,,Frogner,59.91291,10.72014,Private room,,1,14,2022-11-13,0.44,10,0,0,
54321605,Cozy 1-person room in Green Hotel,438547491,Guldsmeden Hotel,,Frogner,59.91259,10.71811,Private room,,1,5,2022-08-10,0.16,10,0,0,
54329444,Sentralt og koselig m/parkering!,183385271,Sondre,,Gamle Oslo,59.90778403136329,10.772675517231262,Entire home/apt,,10,1,2023-10-31,0.09,1,0,1,
54342608,Spacious and new apartment in a central location,418744173,Simon,,St. Hanshaugen,59.9275,10.74649,Entire home/apt,,1,51,2023-08-06,1.65,1,0,0,
54347685,Familievennlig hus nær marka i Oslo,12054050,Helle,,Nordre Aker,59.96745,10.79369,Entire home/apt,3600,5,5,2023-08-15,0.19,1,242,0,
54353248,4BR APT in Oslo City Center w/FREE parking,87255515,Ac,,Sentrum,59.918392,10.736943,Entire home/apt,3092,3,95,2024-09-22,3.43,5,171,40,
54354640,Lekker leilighet med balkong,37976363,Helle-Marita,,Grünerløkka,59.92615328830337,10.772405192255972,Entire home/apt,1000,2,23,2024-09-22,1.32,1,19,11,
54374289,Nydelig leilighet i hjertet av Oslo Grunerløkka,441292318,Ramzzi,,Grünerløkka,59.92378,10.75877,Entire home/apt,907,2,103,2024-09-24,3.98,1,236,43,
517122682715725098,Central and cozy apartment near botanical garden,3430230,Ulrikke,,Grünerløkka,59.91811,10.76649,Entire home/apt,1500,4,14,2023-11-06,0.42,1,28,1,
519344990929982472,Beautiful Apartment Grünerløkka,19089217,Tina,,Grünerløkka,59.92657,10.76284,Entire home/apt,1629,5,14,2023-12-13,0.42,1,125,3,
532389219876572751,"Grunerløkka, 65 sqm, 2 bedrooms, walk to city",79212719,Craig,,Grünerløkka,59.92714,10.7716,Entire home/apt,2000,4,23,2024-08-20,0.74,1,179,6,
536071372394840354,Enebolig i trivelig gate med garasje og el lader,32185002,Sven,,Nordre Aker,59.9456,10.79243,Entire home/apt,2900,7,0,,,1,364,0,
536228412808896135,"""Barcode"" WALKING distance to Opera,Munch, Central",439717639,Vedran,,Gamle Oslo,59.90829,10.76061,Entire home/apt,2200,2,167,2024-09-08,5.20,2,233,58,
539565249069582549,Unik og familievennlig bolig i Lille Tøyen Hageby,15953758,Edvard Eidhammer,,Grünerløkka,59.91929,10.78642,Entire home/apt,,5,6,2024-07-28,0.22,1,0,3,
541003872710972023,Romslig og fin leilighet sentralt på Sagene!,261352036,Eirik,,Sagene,59.935627431189026,10.750549363292151,Entire home/apt,990,2,11,2024-08-30,0.73,1,336,8,
541901780852011434,Cozy 1 bedroom apartment in Oslo Sentrum,440282940,Davor,,Gamle Oslo,59.90922,10.76547,Entire home/apt,720,2,96,2024-09-23,3.05,2,347,26,
542418850131800700,Newly renovated studio apartment at Frogner,237861908,Agneta,,Frogner,59.9159,10.70782,Entire home/apt,793,3,106,2024-09-23,3.62,4,85,40,
544559940958803775,Room in unique design loft #2,3421854,Goro,,Alna,59.91704,10.81755,Private room,559,5,2,2023-11-15,0.12,3,331,1,
544792812743230532,Liten og hjemmekoselig leilighet midt i Oslo,4878338,Tonje,,Grünerløkka,59.91644,10.75911,Entire home/apt,1000,1,1,2023-07-31,0.07,1,85,0,
546060770855385119,Unique top-floor 3-bed apartment with terrace,42984113,Ines,,Frogner,59.92846,10.71465,Entire home/apt,2164,6,30,2024-08-24,1.01,1,301,3,
546317193307069549,Stilfull leilighet i 3. etg. med balkong,89280015,Julie M.,,Alna,59.91556,10.81222,Private room,1000,1,2,2024-06-29,0.57,1,236,2,
546944615524855084,"Central, cosy and quiet apartment (Majorstuen)",67740391,Niko,,Frogner,59.9282,10.726857,Entire home/apt,700,2,77,2024-09-21,2.41,1,8,31,
547100385111865602,Leilighet sentralt på Majorstuen,187144661,Mari,,Frogner,59.92771,10.72648,Entire home/apt,1400,1,14,2024-07-27,0.55,1,120,4,
547141842823723804,Leilighet med kort vei til alt og gratis parkering,441954652,Carl Fredrik,,Bjerke,59.9471,10.84681,Entire home/apt,1090,25,0,,,1,358,0,
547708262034546887,Delicate apartment with balcony at Schouterrassen,372028358,Ask Norheim,,Grünerløkka,59.93125,10.78101,Entire home/apt,1050,1,28,2023-07-27,0.89,1,8,0,
548338504710036675,Lovely apartment with balcony and parking,107575710,Endre,,Sagene,59.93872,10.7646,Entire home/apt,2500,3,16,2024-06-03,0.50,1,60,3,
548513012312880532,"Koselig 3 roms med bakhage, sentralt på Majorstua",265844169,Hedda,,Frogner,59.93317,10.71453,Entire home/apt,1529,2,31,2024-08-02,1.14,1,18,7,
548843582976058628,Cozy room right in the heart of the city,441415601,Elisabeth,,St. Hanshaugen,59.9189,10.74947,Private room,499,30,24,2023-08-30,0.77,1,168,0,
549228957922804934,"Ultramoderne kjeller leilighet, kort vei til alt",222452439,Anna,,Nordstrand,59.886497497558594,10.81125259399414,Entire home/apt,1579,2,54,2024-08-27,1.70,1,350,9,
550550001047955413,Rom i leilighet nær Barcode og Oslo S,431523745,Sigbjørn,,Gamle Oslo,59.91131,10.76523,Private room,,2,13,2024-06-06,0.44,3,0,3,
551121956947666630,Skogen panorama - Oslonær leilighet ved marka,9477579,Madelaine Eloranta,,Vestre Aker,59.97625,10.64466,Entire home/apt,,6,10,2023-03-17,0.32,1,0,0,
551139467866136818,Romslig familieleilighet i Oslo,424025866,Cecilie,,Vestre Aker,59.949867248535156,10.65369987487793,Entire home/apt,1000,2,14,2024-03-11,0.46,1,80,2,
551219490576951241,Family friendly apartment near to senter & nature,55656562,Pedram,,Nordre Aker,59.95449,10.7729,Entire home/apt,600,1,10,2024-05-18,0.33,1,135,7,
551347504181847753,Charming apartment in a calm neighbourhood,38254772,Mia,,Gamle Oslo,59.90709,10.78182,Entire home/apt,,2,3,2024-08-26,0.98,1,0,3,
552178724088840840,Accommodation with a beautiful view,178263311,Synnøve,,Sagene,59.93651,10.78167,Shared room,786,1,0,,,2,4,0,
552546620646568580,Small apartment with central location,277180642,Hanna,,Ullern,59.92329,10.6565,Entire home/apt,943,2,4,2024-09-03,1.30,1,61,4,
553270819242298658,Modern Townhouse with sunny balcony & garden,18473720,Cecilie Ellila,,Frogner,59.91509,10.69809,Entire home/apt,,2,2,2022-04-17,0.07,1,0,0,
553590378391744102,Cosy apartment in vibrant and trendy Grønland,1876004,Victoria,,Gamle Oslo,59.91659,10.7666,Entire home/apt,1800,2,3,2023-08-02,0.11,1,83,0,
554751511110051471,Ny og moderne leilighet sentralt i Oslo,110436795,Kaia,,Gamle Oslo,59.91269,10.78852,Entire home/apt,,2,58,2024-09-15,1.84,1,1,15,
556196127249972848,Rom på Risløkka i funkis fra femtitallet,40577982,Eva,,Bjerke,59.9325304,10.819436,Private room,699,2,27,2024-06-08,1.30,1,167,8,
556230416438647097,Sentralt og fredelig i Oslo,175504016,Petter,,Gamle Oslo,59.91309,10.77441,Entire home/apt,,7,17,2024-01-05,0.54,2,0,1,
556259739778212521,Holtet Hageby,24443582,Fredrik,,Nordstrand,59.8868,10.78502,Entire home/apt,3500,4,2,2024-08-03,0.66,1,365,2,
556466334807983981,Moderne og familievennlig rekkehus i sentrum,27483826,Line,,Gamle Oslo,59.911308433270285,10.784969987246456,Entire home/apt,,5,11,2024-07-23,0.40,1,0,5,
556588845558777702,Clean private room near AkerBrygge/Center,44929768,Dawn,,Frogner,59.912550724773155,10.723573348536448,Private room,464,2,121,2024-09-12,3.90,2,46,42,
556971321327413134,Artsy flat with chandeliers and fireplace,232580998,Teresa,,Frogner,59.91749,10.71491,Entire home/apt,3000,3,2,2022-06-21,0.07,1,83,0,
557019475184428758,"Privat takterrasse, hotell leilighet for 2",16140796,Anniken,,Frogner,59.90944,10.72401,Entire home/apt,4000,2,0,,,1,358,0,
557731608565109528,Classic apartment at central location i Oslo,39181140,Karl Erik,,Frogner,59.927544,10.712825,Entire home/apt,2300,3,31,2024-08-24,0.99,1,179,3,
557775626516035538,"Nydelig leilighet 1 min fra T-bane, med parkering!",238563717,Maha,,Alna,59.92082,10.8532,Entire home/apt,929,2,21,2024-08-23,0.66,1,88,6,
557777063416258772,"Modern, central, stylish.",555464973,Ngan,,Frogner,59.91103329999999,10.7218947,Entire home/apt,1320,3,25,2024-09-22,3.19,1,241,25,
557928635950452335,Beautiful townhouse with a private garden,2684887,Katharina,,Gamle Oslo,59.91559,10.80077,Entire home/apt,2600,3,6,2023-07-29,0.22,1,212,0,
557988267130908138,Room in lovely apartment - near Botanical Garden,11066652,Betim,,Grünerløkka,59.91963,10.76698,Private room,764,2,15,2024-07-02,0.94,1,331,5,
558472832474120706,Sørenga. Sentralt i Oslo. Wifi - privat terrasse,356013537,Markus,,Gamle Oslo,59.90259,10.75542,Entire home/apt,2014,2,74,2024-09-26,2.66,2,283,32,
558518363194061660,Lys toppleilighet med balkong og fin utsikt.,444305786,Maria,,St. Hanshaugen,59.9266,10.75042,Entire home/apt,1000,3,0,,,1,275,0,
558713224658013405,Romslig leilighet m/uteplass. Nær sentrum,43581090,Ena,,St. Hanshaugen,59.93485,10.73057,Entire home/apt,1980,3,1,2022-10-21,0.04,1,363,0,
558734164540701014,Grünerløkka | top floor | views | elevator,25927831,Haakon,,Grünerløkka,59.92032,10.75858,Entire home/apt,1278,2,114,2024-09-16,3.59,14,79,38,
560127024966096517,Trivelig hus med hage og veranda,26234076,Salvatore,,Søndre Nordstrand,59.85873,10.82446,Entire home/apt,1300,7,2,2022-08-07,0.08,1,270,0,
560606468357624035,Grünerløkka | double bed | TV | elevator,25927831,Haakon,,Grünerløkka,59.9219,10.75704,Entire home/apt,1257,3,134,2024-09-21,4.26,14,52,50,
561303933665072598,Great apartment next to the park in the city,444852670,Maria,,St. Hanshaugen,59.92482,10.74126,Entire home/apt,,14,4,2024-07-13,0.14,1,0,1,
561442574111937915,Stylish and centrally located apartment w/ balcony,15220687,Amanda,,Gamle Oslo,59.90589,10.7832,Entire home/apt,,2,21,2023-12-04,0.68,1,5,2,
561470975565721982,Charming apartment in the heart of St Hanshaugen,50129884,Torstein,,St. Hanshaugen,59.9239,10.73828,Entire home/apt,1636,3,9,2024-08-18,0.29,1,6,4,
561567855611882331,Lovely family villa at Oslo vest. High standard.,88544907,Bente,,Vestre Aker,59.94385,10.6408,Entire home/apt,2700,5,23,2024-08-29,0.85,1,294,10,
561952178264484962,Barnevennlig 4-roms leilighet med gratis parkering,91320540,Marius,,Grünerløkka,59.92176,10.79121,Entire home/apt,,4,40,2024-05-25,1.39,1,0,7,
561976539940417284,Koselig leilighet nær Botanisk hage,130213192,Ine,,Grünerløkka,59.92046924421384,10.771057775065058,Entire home/apt,,2,5,2024-09-11,0.16,1,0,2,
562130130427110670,Stor kjellerleilighet i Sørkedalen,14125567,Victoria,,Marka,59.98833,10.62771,Entire home/apt,1500,2,4,2024-01-02,0.13,1,87,1,
562637370545828906,Cozy central apartment with fireplace and balcony,54173019,Frende,,St. Hanshaugen,59.92281,10.73615,Entire home/apt,1547,3,3,2022-05-30,0.10,1,5,0,
562935242549357462,Nydelig selveierleilighet med fjorden i nærheten,445194899,Odeta,,Nordstrand,59.85914,10.81776,Shared room,543,1,18,2023-06-25,0.59,1,364,0,
563000235644236965,Spectacular penthouse; private roof w/kitchen,710884,Froya,,Grünerløkka,59.92728,10.75296,Entire home/apt,2597,2,15,2024-08-10,0.52,1,364,3,
563332161430661296,"Nyoppusset, klassisk leilighet midt i Oslo sentrum",49108056,Kjersti,,St. Hanshaugen,59.92313,10.74019,Entire home/apt,1500,4,6,2023-08-13,0.23,1,90,0,
564345843210067485,Lovely spacious Bislet condo with rooftop terrace,149244317,Hans Christian,,St. Hanshaugen,59.92811,10.732,Entire home/apt,,2,40,2024-08-03,1.27,1,0,12,
564378797441211211,"Frogner room apartment, central, popular location",434143095,Naoual,,Frogner,59.916527,10.713397,Private room,1684,3,16,2023-04-24,0.52,5,365,0,
564494775066133141,"Sentral, fresh og rolig leilighet på Rosenhoff",92801688,Kirsti,,Grünerløkka,59.92959,10.77657,Entire home/apt,1400,2,2,2023-07-01,0.08,1,362,0,
565200854344698822,Leilighet midt på Majorstuen,201224976,Camilla,,Frogner,59.92622,10.7247,Entire home/apt,1686,1,0,,,1,89,0,
565771314186056509,Terrasseleilighet i rolig og sentrumsnært område,14112050,Marit,,Gamle Oslo,59.90653,10.80319,Entire home/apt,,3,18,2024-08-02,0.67,1,0,4,
565803871911392602,"Frogner room apartment, central & popular location",434143095,Naoual,,Frogner,59.91539,10.7129,Private room,1355,3,14,2022-11-26,0.48,5,365,0,
565964988683432353,"A small room in a trendy, central area of Oslo",46266294,Lina,,Grünerløkka,59.92342,10.7571,Private room,518,2,67,2024-08-30,2.16,9,29,14,
565983780675261070,A cozy bedroom in central Oslo,46266294,Lina,,St. Hanshaugen,59.91734,10.74266,Private room,579,2,130,2024-09-11,4.18,9,22,57,
566012070388859542,A lovely bedroom in central Oslo,46266294,Lina,,St. Hanshaugen,59.91579,10.74376,Private room,579,2,178,2024-09-13,5.74,9,24,70,
566017606156615784,A Nice small 7sq. m. bedroom in central Oslo,46266294,Lina,,St. Hanshaugen,59.91585,10.744,Private room,554,2,114,2024-09-08,3.65,9,27,40,
566502378451039015,Urban leilighet på Grünerløkka,175465616,Henrik,,Grünerløkka,59.92216,10.77468,Entire home/apt,1164,2,12,2024-08-10,0.39,1,179,3,
566504731282253991,Idyllisk familiehus sentralt i Oslo,37126968,Ellen,,Vestre Aker,59.95103454589844,10.637701988220215,Entire home/apt,3000,4,6,2024-09-21,0.23,1,284,2,
566629058586880094,Cool Apt w/Excellent Location next to Royal Palace,445190726,Steinar,,Frogner,59.91439310000001,10.7216949,Entire home/apt,,2,83,2024-06-11,2.99,1,1,21,
566664040845708155,Lekker og nyoppusset leilighet i Oslo,70170011,Magnus,,Grünerløkka,59.92783,10.75866,Entire home/apt,1329,2,76,2024-09-22,2.47,1,32,16,
567401689262206855,Cozy apartment in the best part of Oslo,29607298,Monica Cecilie Falao,,Gamle Oslo,59.91251,10.7812,Entire home/apt,1250,3,34,2024-09-23,1.14,1,32,12,
567767266701409122,Velholdt eldre hus med kort vei til bad og by,21716120,Alexandra BENEDICTE Randeberg,,Nordstrand,59.85754,10.7863,Entire home/apt,,5,19,2024-08-03,0.70,1,0,4,
567780197321067979,Beautiful apartment in the heart of Oslo,76081744,Hera,,Gamle Oslo,59.9129,10.76492,Entire home/apt,,14,21,2024-06-17,0.86,1,0,6,
567906463503037299,Holmenkollen/Skogen Magnifique appartement,10999757,Elodie,,Vestre Aker,59.97661,10.64705,Entire home/apt,750,3,69,2024-09-16,2.31,1,328,35,
